source_id,ra,ra_error,dec,dec_error,l,b,parallax,parallax_error,phot_g_mean_mag,bp_rp,radial_velocity,radial_velocity_error,teff_val
880072407070744576,116.25261975915937,0.053154276098634004,31.211609269371824,0.032846402661306305,188.90723988736454,24.368391089118667,19.953274594308724,0.06616755343120574,14.46008,2.7789993,,,3824.6035
6126031842787828992,180.57388820842704,1.2967446249875523,-52.50200177881311,1.4411076353018175,295.3821411171036,9.647893728530368,19.953212848338378,2.3247874843588123,20.417646,1.5311489,,,
2022846347119825792,291.8112616391254,1.1469131723235841,24.31617248803423,1.4325330032521761,58.52324689716122,3.5294504399222393,19.953164597943477,1.8436695402374987,20.680716,2.1096134,,,
797455339581865344,143.05255153742908,0.1492244424133931,33.97427070941215,0.0763748735205343,191.13713944902952,46.98116659186431,19.953112620508772,0.23220653474245367,13.8583,,,,
6585716626201090816,324.75451471292286,0.04048508588570632,-38.723945324874315,0.03839206343704426,4.137012634655457,-48.49587736643749,19.95300489227288,0.06753687483081158,13.83674,2.6265736,,,3897.9075
1827127882866195328,298.54015247805575,1.0727759717847154,21.85539537955403,1.414941096026394,59.440679424568856,-3.0671634866909976,19.952888816880826,1.9901067704871143,19.82562,1.4797535,,,
628312728532554368,152.01111083195926,0.037782375388330625,20.169519462563912,0.03366570793050388,214.50932504294607,52.10741938528703,19.95287060609031,0.04243387948402473,11.323362,1.8032665,68.3384478696656,0.3998956986423427,4060.8474
1754029562393814400,306.4320406663195,0.0934335880442354,11.019933941971788,0.08645345729382092,54.14072469328725,-15.200102945519324,19.952852773482075,0.12375220298626347,17.55407,0.6199188,,,
6057330920355322624,195.8377947240445,1.5848647032754728,-57.71858037476147,1.4575119673123733,304.52842325077495,5.116235643483614,19.952801635095742,2.5732589971332036,20.62417,1.6489735,,,
6245657367862285056,242.74339349767033,0.13159542024538778,-19.900720093480455,0.05709335715406879,354.0807855979416,22.58143071188193,19.952780714957083,0.17037233390049758,15.82223,3.2358341,,,3799.5425
5717114186994956544,114.1143132334865,1.4769214767771506,-18.389853124040343,1.0152062374338735,234.35831149032174,1.2019740596434045,19.952512547873123,2.0672539739155233,20.073004,2.2334747,,,
1997383581913649152,353.50140342281884,0.09939879439847976,54.86442002891965,0.08696168198659984,111.86601922205598,-6.33507660067521,19.952203092176187,0.14676416006391205,18.004667,0.80181885,,,
2063993125898602368,308.33501570339297,0.0787996268526181,38.59752291449491,0.10597493305621206,78.05119359554742,-0.8433124590596665,19.95214840422196,0.1088231920420047,17.955494,0.9007187,,,
5495052596695570816,94.80392077894761,0.027100240147206914,-58.05411840906861,0.03040884067601391,266.9434638841609,-26.930811840755428,19.952101432768806,0.02908513238078357,8.837796,1.0945044,21.85646044118348,0.3720159127532749,5068.5
4266220878052293376,283.83070796697416,1.2174505240182167,-0.06733963709593271,1.0959974019760452,33.31488080156778,-0.8950815111771557,19.95209946070656,1.429830105930861,20.284464,,,,
3471466832355168768,186.73066710926875,0.25663403740596885,-30.26057275760438,0.24255373046240516,296.66768751617406,32.31281602599956,19.952096214664095,0.27024288003600655,10.589115,1.7915239,6.410393882116441,0.7441330075676851,4084.25
935709512206146560,119.49288064610235,0.04201857855132584,50.59145757346474,0.03917887334376243,168.09743603045047,30.93343068535632,19.952079390205466,0.054135879862604167,12.975603,2.3817806,,,3973.61
1766140343671927424,328.13832723506,0.06150717685359611,11.795651781759132,0.05483793543918604,68.85806655550746,-31.722454039025898,19.952033271653672,0.06750708431635367,14.311678,2.8429775,,,3930.78
5928419293716249728,246.63361890101638,1.5646693444863682,-56.086055948936604,1.2459615144121563,329.78636061123353,-4.873411026772454,19.951993334698408,2.0602618444561465,19.863882,0.9805145,,,
6045011717157429120,246.38957012843372,1.051074791854348,-28.006280357283117,0.5984075858670819,350.14310614213736,14.651839307691402,19.951944590014666,1.115823812894658,19.500994,2.4943314,,,
5980361395514274944,259.50139131601946,0.7933902376274152,-31.9439439545198,0.6242852499528425,354.2239197994897,3.3346822409595953,19.951674009727274,0.8913949888897018,18.508463,2.4265804,,,
5875547529035565440,232.59090366005216,1.4810788145441955,-61.37067448201755,1.2747390826538636,320.81439006337973,-4.1454509186592015,19.951636447326912,2.245180482332512,20.715252,,,,
1825392819172776192,293.1637926436937,1.176293733027506,19.228519670509574,1.3785394508706448,54.654945544419014,-0.008269601821931552,19.951581179546675,2.4372746053282226,20.48923,2.2861595,,,
5682754933956526080,138.7792425674442,0.04390970951286137,-16.956265446886835,0.043714127977513846,246.57125181800333,21.495718382239108,19.9514973287803,0.061407235622201045,14.464132,2.6955318,,,3797.1934
4317915894727227136,293.4054028648029,1.8084586912918834,13.808602452241233,1.3075748511620924,50.01891899119657,-2.82853342348017,19.951485776766358,2.697351121655846,20.42306,,,,
2454378925523595904,25.46731842215551,0.08159491327811697,-12.64020889675347,0.07094628594146199,164.58452941135405,-71.30882362035942,19.95148440467491,0.11427673756476386,14.311455,2.9239826,,,3692.38
4307868179468818944,290.33725787257265,1.6709590437893524,8.302532202101721,1.779505811810377,43.736381024203006,-2.795228057431522,19.9512702043525,2.4276648073808,20.205473,1.9629345,,,
1776715270414488832,335.19190826495395,0.0973036739787884,17.489583673054593,0.06746678928779536,79.31768529029192,-32.33592378519329,19.95126901837035,0.11572604674303338,15.583692,3.0156517,,,4059.6675
6028647857408830848,257.4694205898873,1.397116861230502,-30.95014960048157,1.2906274315910282,354.02186864262467,5.3226174639735495,19.951063771555035,2.2229610249181033,20.20248,1.7015457,,,
5703146304808999040,128.16456542867138,0.03289590916092947,-21.5318249810838,0.03470857417358775,244.0643001707234,10.749350346924606,19.950913494741222,0.043473946705068135,14.6277485,2.576764,,,3625.3435
3045053957999985408,108.36234905233076,0.06803091680176872,-12.650802153738674,0.06571744152027713,226.6776148895979,-0.9505987088734296,19.95088569267055,0.08139167895226589,16.486778,3.4934607,,,3546.9402
5826223987177335808,238.53879791820887,0.47476539825265024,-63.09807770516126,0.6975588345501011,321.9752215143162,-7.197545053754533,19.950806914170524,0.8894885482163158,18.479279,0.9299259,,,
5420539380879053440,151.85004991123208,0.01883325338030276,-39.484740490032586,0.021378313901864607,271.58722277187053,13.201638896049124,19.950683521281253,0.028410407594370017,11.611949,1.8577108,26.072675769913182,0.3202425010675184,4092.17
6200121677915640704,228.13567701199207,0.10329893703537885,-35.90903290794145,0.045163755281260556,332.5295896385684,18.726272620796713,19.95059290869522,0.11746294402576102,13.531055,2.5148554,,,3924.01
928373196964486144,125.03964376200568,1.2129717120642467,44.45715507593219,0.6311033650977105,175.8000826094106,33.999104330734745,19.95048700854977,1.5258924975738002,19.112604,1.8452129,,,
4050017580278938112,272.20653522445525,0.5120477069736767,-30.319871976044,0.620397671601439,1.3245977547220942,-5.058537344557406,19.950485559118768,0.9589244853599984,17.656149,1.6709862,,,
6020862215579463552,250.30590817435268,0.8148779555491568,-34.72951612923754,0.5603238228611335,347.2798818075606,7.689367360372051,19.950355321087887,1.094174747299484,19.358301,,,,
